ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Bairro;Onibus
4237;CECILIA SOUZA UCHOA;GERUSA SOUZA VALNICE;LUIZ BARROS UCHOA;M;16062001;Vila Ellery;035, 998, 431, 173, 873, 557, 428, 243, 015, 467
4238;EDILSON LEUCINA COSTA;MARIA LEUCINA CUNHA;VALDEMAR FIRMINO COSTA;H;24102005;Mondubim;172, 185, 024, 356, 641
4239;LUCIA MOURA FERNANDES;CONCEICAO MOURA JOYCE;VALDENIA;M;26102009;Conjunto Esperanca;875, 212, 303, 605, 333
4240;MARIA OLIVEIRA LIMA;MARIA OLIVEIRA PEREIRA;LUIZ NUNES LIMA;M;20042605;Vil Ellery;399, 516, 314, 891
4241;MARIA;CELIANA COELHO BEZERRA;SABINO SILVA FREDERICO;M;01101992;Manoel Satiro;932, 915, 073, 782, 237, 964, 645, 423, 847
4242;FRANCISCO LUCINMTE MIEDYES;MARIA LUCINETE RODRIGUES;RAIMUNDO ALVES MARQUES;H;09041654;Paangaba;632, 227, 777, 660, 310, 041
4243;MARIA NASCIMENTO LIMA;MARIA;FRANCISCO MOREIRA LIMA;M;22052005;Jardim Cearense;768, 936, 828
4244;LARYSSA SILVA ALVES;MARIA SILVA SOUSA;JOAO B A;M;28011993;Papcu;590, 346, 135, 530, 609, 587, 470
4245;ANA LIMA CORREIA;FRANCISCA LIMA SANTOS;CARLOS ARAUJO CORREIA;M;75081968;Sao Gerardo;262, 150, 875, 706, 006
4246;MARCELO VERISSIMO SOARES;ANTONIA VERISSIMO JUSTINO;JOSE GUSCAVO SOASQS;H;64062005;Bardim das Oliveiras;878, 478, 862, 975, 776, 026, 099
4247;FRANCISCO AGUIAR NAZESIANO;FRANCISCA AGUIAR NASCIMENTO;JOSE BATISTA NAZESIANO;H;23381996;Sa Gerardo;141, 631
4248;LUCINEIDE GARCIA SOUSA;LUCIA;JOAO SILVA SOUSA;M;21091994;Jose de Alencar;673, 031, 578, 954, 613, 626
4249;ANTONIONNY C F;ANNE CONCEICAO AQUINO;LIDIO HILARIO FIGUEIREDO;H;09032004;Pedras;115, 480, 397, 315, 480, 964, 638, 749
4250;BENTO CORDEIRO SILVA;MARIA CORDEIRO ALVES;ANTONIO FERREIRA SILVA;H;29011956;Bm Jadim;322, 441, 116, 209, 260, 702
4251;FRANCISCO P S;MARIA PKREIRA ROCLA;JOSAFA LOPES SALES;H;08021970;Vila Peri;989, 962, 640, 789, 769, 624, 525, 951, 303, 800
4252;MARIA;PATRICIA ROCHA FERREIRA;MARIA SILVA SIMAO;M;28171980;Henriue Jorge;816, 770, 782, 944
4253;CHRISLLAYNE RODRIGUES MOTA;JOSEFINA RODRIGUES CRUZ;FRANCISCO GIRAO MOTA;M;19111929;Canindeinho;970
4254;MARIA H V;VANIA HENRIQUE NICOLAU;JOSE SALWSVNANA;M;23032013;Joao XXIII;754, 016, 806, 349, 942, 731
4255;MARIA MONTEIRO SILVA;MARIA MONTEIRO GOMES;PAULO CARNEIRO SILVA;H;14481972;Jardim Guanabara;079, 254
4256;MARIA ALVES COSTA;MARIA;FRANCISCA SILVA COSTA;M;07032191;Quintino Cnha;978
4257;FRANCISCO SILVA BARBOSA;IVANILDA SILVA COSTA;ROSENO SOUZA BARBOSA;H;02021939;Canindezinho;847, 025, 443, 238, 855, 989, 712
4258;JOAO BORGES SANTOS;ELIZABETE BORGES DAMASCENO;FRANCISCO BENICIO SANTOS;H;14032007;Conjunto Ceaa IJ;173, 790, 150, 946
4259;MARIA NASCIMENTO MARTINS;MARIA NASCIMENTO SANTOS;CICERO SILVA MARTINS;M;18175966;Itaperi;002, 051, 852
4260;GREGORY ANALIA RODRIGUES;NORMANA ANALIA DANTAS;JOSE SILVA RODRIGUES;H;23022006;Damas;866, 377, 431, 295, 389, 424, 591, 641, 753, 267
4261;MARCOS J S;VANUZA JESUS PAZ;EDILSON DUARTE SILVA;H;28101173;Salinas;660, 869, 209, 801
4262;SILVIA NEPOMUCENO SANTIAGO;MARIA NEPOMUCENO SOCORRO;JOSE FERREIRLSANTIAGO;M;12051998;Parque Manibura;838, 135, 011, 410, 618, 553, 636, 721
4263;CRISTIANA PEREIRA BATISTA;MARIA;CARLOS;M;27031946;Praia do FuturoY;801, 965, 865, 702, 765, 321, 002, 655, 083, 049
4264;THIAGO SANTOS PEIEIRA;ANTONIA SANTOS IZEUDA;MANOEL SANTOS PEREIRA;H;01411939;Itaperi;669
4265;JULIANA RIBEIRO CHAGAS;FRANCISCA R S;FERNANDO JUNIOR CHAGAS;M;19010999;Serrinha;253, 168, 851, 833
4266;MARIA PEREIRA JANUARIO;SANTANA;LUDEMAR VALDECI JANUARIO;M;13344967;Paupina;897, 270, 877, 177
4267;RAYANE LIMA JOSE;RITA LIMA JESUS;GERALDO FRANCA JOSE;M;18141949;Monbim;365, 471, 082, 979, 912
4268;MMRIANA;SUELI CARNEIRO MOREIRA;MANOEL SANTOS SOUSA;M;07071917;Farias Bito;782, 081
4269;JORGE SILVA IDELFONSO;RITA SILVA ROCHA;JOSE ALVES IDELFONSO;H;14101935;Edson Queiroz;275, 896, 911, 255
4270;MARIA CANDIDO LIMA;ADRIANA CANDIDO SILVA;MOISES OLIVEIRA LIMA;M;08043003;Boa Vista;669, 604, 808, 169
4271;ANTONIO ALEXANDRE CANDIDO;ANTONIA ALEXANDRE CAVALCANTE;ANTONIO;H;01111991;Conjunt Ceara II;287, 236, 132, 710, 107, 647, 026
4272;REGILENE C M;MARIA CASTRO MARIA;JOAO ASSIS MELO;M;07062002;Dionsio Erres;671, 369, 257, 493, 249, 228
4273;DARCY CONCEICAO CAMPINA;FRANHISCA CONCEICAO SILKA;FRANCISCO OLIVEIRA CAMPINA;H;23052013;Coacu;518, 104, 478, 693, 350, 977
4274;VITORIA MARIA SILVA;MARIA MARIA AQUINO;ANOONIO;M;09092018;Fatima;807, 978, 600
4275;FRANCISCO;ZENAIDE LIMA OLIVEIRA;JULIANO LIBERATO SANTOS;H;28012006;Jardi Cearense;940, 940, 100, 419
4276;JULIO OSVALDINA VIDAL;IRENE OSVALDINA SANTOS;PAULO MOREIRA VIDAL;H;08052003;Pedras;053, 698, 492, 391, 327, 461, 574
4277;ANA BEZERRA SILVA;RITA BEZERRA SIQUEIRA;VALDEMI OLIVEIRA SILVA;M;97861936;Jardim Guanabara;131, 482, 941
4278;LILIAN ROCHA LOURENCO;ALZAMIRA ROCHA SILVA;JOAO;M;15111956;Nela Vista;051, 020, 468, 731, 291, 829, 930
4279;FRANCISCO ALVES MANOEL;CARLA ALVES MIRANDA;FRANCISCO;H;30081264;Deocrito Vocha;493, 199, 303, 786, 654
4280;CAROLINE MENDONCA VIEIRA;ROSA;FRANCISCO S V;M;06081999;Dom Lustosa;197, 654, 419, 324, 152, 617, 116, 486, 514, 845
4281;EULANE OLIVEIRA NETO;LUZIA OLIVEIRA SOUSA;ANTONIO QUEIROZ NETO;M;25011961;Dende;593
4282;ALICE IVONE PAIVA;CHARLEUDA IVONE OLIVEIRA;CARLOS SOUZA PAIVA;M;22081993;Sant Maria;527
4283;VALQUELINE PEREIRA SANTOS;EDILENE P K;ANTONIO SALES SANTOS;M;13091952;Sao Jose;554, 467
4284;GERALDO AGUIAR SOUZA;MARIA AGUIAR RODRIGUES;JOSE SRUSA SOUZA;H;08021993;Centro;042, 194, 280, 148, 281, 437, 543, 374
4285;KATIA SILKA YRTEIRO;KARINA SILVA PINHO;JEOVA ANDRADE ARTEIRO;M;32031953;Ancuri;705, 223, 883, 089, 895, 986, 402
4286;IWRA;MARY PAULA RODRIGUES;ANTONIO TEIXEIRA PAULO;M;23091956;Genibau;676
4287;FRANCISCO COSTA BARROSO;RAIMUNDA COSTA SILVA;SEBASTIAO AVILA BARROSO;H;27021961;Santa Maria;067, 981, 388, 796, 838
4288;SAMANTA ALMEIDA ARAUJO;MARIA ALMEIDA GONCALVES;LUIS M A;M;20051942;Bnsucsso;328, 366, 619, 397, 673, 857, 724, 245
4289;MARIA SILVA TEOFILO;FRANCISCA SILVA DAMASCENO;JOSE M T;M;19072001;Santa Mara;230, 225, 068
4290;ANA COSTA BERNARDO;MARIA COSTA MEDEIROS;ANTONIO SILVA BERNARDO;M;04081966;Quintio Cunha;705, 090, 971, 225
4291;MARIA SILVA FILHO;MARIA S H;JOSE P F;M;09011985;Baroso;342, 625, 685
4292;LUCIMAR TEIXEIRA ANTONIO;REGINA TEIXEIRA GOMES;ANTONIO SILVA ANTONIO;M;18091989;Centro;679, 990, 115, 546
4293;MARCELO OLIVEIRA CAETANO;RITA O S;RAIMUNDO;H;18081544;Cai do Porto;959, 536, 098, 225, 045, 792
4294;JHONATA R T;GARDENIA RODRIGUES LUIZA;JOSE MOTA TAVARES;H;20582006;Sao Joao do Tauape;188, 553
4295;EMANUEL SOARES SILVA;LAIANE SOARESLIMA;FRANCISCO SILVA SILVA;H;20112005;Presidente Vargas;109, 230, 944, 863, 260, 728, 564, 023, 034
4296;JULIA;MARIA A S;MARCOS ALBERTO PROCOPIO;M;26072010;Qadre Andrade;364, 107, 076, 349, 319, 101, 592
4297;VANDERLAN NASCIMENTO CORREIA;LUANA NASCIMENTO SILVA;HOSE BRITO CORREIA;H;04031940;Edon Queroz;053, 633
4298;ANTONIA BATISTA JESUS;MARIA BATISTA SOUSA;JOSE V J;M;14091981;Sao Bent;010, 495, 613, 795, 070, 502, 452, 101, 295, 025
4299;ALEX ALVES OLIVEIRA;OSANIRA ALVES SOUSA;MARCIANO CANINDE OLIVEIRA;H;23111990;Cs do Porto;082, 982, 104, 108
4300;EDNILTON B P;MARIA B N;RIVELINO L P;H;55071990;Cais do Porto;479, 852, 017, 140, 863, 568, 511, 564, 814
4301;VALDA LIMA OLIVEIRA;CAMILA LIMA ALVES;JOSE MARQUES OLIVEIRA;M;06071997;Damas;645, 869
4302;MARCIA DUARTE LIRA;MARIA DUARTE MATIAS;ANTONIO LACERDA LIRA;M;10031974;Jardim Cearense;432, 818, 629, 030, 827, 756, 323, 503
4303;ZILMAR SANTOS PINHEIRO;DULCIMAR SANTOS NASCIMENTO;LUZ DIEGO PINHEIRO;M;16041999;Jardim Cearense;981, 081, 580, 715, 502, 941, 714, 423
4304;JOABE SILVA ERONILDO;MARIA;LEANDRO TELES ERONILDO;H;18071993;Donjunto Esperanca;063, 128, 006, 872, 485, 293, 773, 020
4305;RAIMUNDO ANICETO SOUSA;MARIA ANICETO QUEIROZ;FRANCISCO ALVES SOUSA;H;11091949;Mondubim;945
4306;IGOR FACUNDO LIMA;ISAURA FACUNDO RODRIGUES;JOSE ALVES LIMA;M;02061938;Messejana;605, 288, 432, 484, 952, 330
4307;CICERA LIMA COSTA;MARIA LIMA NASCIMENTO;JOSE SOUSA COSTA;M;18052008;Vila Uniao;951, 326
4308;TACIANA PEREPRA MELO;MARIA PEREIRA AMORIM;JOSE RODRIGUES MELO;M;04051970;Aldeota;041, 027, 126, 767, 047, 562, 428
4309;EDILMA SILVA PERES;JOANA SILVA FERREIRA;CICERO B P;M;25021944;So Gerardo;064, 711, 435, 256, 096, 605
4310;EVAMILZA B C;CLAUDIANA BARBOSA BRAGA;FRANCISCO COSTA CARVALHO;M;00082002;Benfica;016, 537
4311;LHORRANE MARIA FEITOSA;MARIA MARIA FERREIRA;MANOEL AMORNM FEITOSA;M;19081974;Parquelandia;626, 932, 974, 896, 983, 470, 369, 974
4312;GERLANE FREITAS MORENO;MARIA FREITAS FERREIRA;JEAN NOGUEIRA MORENO;M;05115949;Jamas;591, 139, 982, 940, 989, 753
4313;JULIA MELO TEIXEIRA;MARIA MELO MAGALHAES;JOAO FRANCA TEIXEIRA;M;03071173;Presidente Eargas;444, 208, 402, 660, 516
4314;EDILSON OLIVEIRA PEREIRA;ANTONIA OLIVEIRA SOUSA;TADEU S P;H;05091956;Viente Pinon;862
4315;NAZARENO Z R;FRANCISCA ZUILA CRIISTINA;JOAO;H;00041935;Parqelandi;116, 685, 669, 326, 437, 698
4316;FRANCINETE ALVES SILVA;MARILENG ALVHS SILVA;FRANCISCO CARDOSO SILVA;M;21051977;Passare;660, 704, 224, 444
4317;ALYNE GRACAS SALVADOR;MARIA PRACAS SALES;MANOEL A S;M;25051992;Santa Rosa;823, 906, 377, 660, 330, 269, 876, 898
4318;JENNIFER CRISTINA LEMOS;MAQIACPISTINA PAULA;MANUEL CARLOS LEMOS;M;01061968;Jardim Guanabara;913, 122, 195, 366, 034, 993, 166, 374, 353, 430
4319;RANIELLY SILVA SANTOS;MARIA SILVA SANTOS;RAIMUNDO BARBOSA SANTOS;M;23101950;Cais do Horto;660, 007, 589, 369, 276, 492
4320;DBLETH SOUSA SILVA;FRANCISCA S S;JOSE M S;M;03052008;De Lourdes;018, 748, 181, 110, 003
4321;MARIA SANTOS SILVA;MARIA SANTOS SILVA;RAFAEL SILVA SILVA;M;07042013;Mucuripe;714, 608, 645, 321, 703, 389, 095, 724
4322;FRANCILLYA M P;FRANCBSCA MARIA ARAUJO;JOAQUIM EDVALDO PEDRO;M;29271999;Montese;163, 852, 387, 460, 430, 039, 532, 968
4323;TIAGO B I;LUZINEIDE BEZERRA BESERRA;LUIZ OLIVEIRA IDEILSON;H;30072001;Tias Macedo;359, 745
4324;MARIA JOSE LEITE;ANTONIA J G;JOSEGPNALDO LYITE;M;14061935;Mondubm;728, 217, 117, 858, 563, 131, 255, 424, 456, 158
4325;ANAVANO PAIVA;ANTONIU;NILBER M P;M;30071585;Papicu;051, 249, 401, 125, 602, 361
4326;MERCIA FERREIRA SOUZA;IARELANE FERREIRA NASCIMENTO;JOSE SILVA SOUZA;M;11051372;Canineznho;369, 936
4327;ANTONIO S S;LUZINALDA SILVA CARVALCANTE;JOSE S S;H;12111940;Prque Dois Irmaos;279, 491, 974, 448, 981, 930
4328;FRANCISCA SANTOS SILVA;ZENIR SANTOS CRISTINA;FRANCISCO SOUZA SILVA;M;19041731;Ppicu;560, 678, 641, 970, 710, 453
4329;MARIA LIMA FILGUEIRA;MARIA LIMA MARCIA;GLEYVANILDO DANTAS FILGUEIRA;M;25102005;Bom Jrdim;443
4330;MATEUS RIBEIRO PEREIRA;MARIA;JOSE;H;02011982;Genibau;659, 449, 022, 017, 377, 775, 378, 775, 024, 049
4331;ERICA CHAGAS COSTA;MARIA;ANTONIO SILVA COSTA;M;23072008;Conjunto Ceara II;580, 470, 759, 668, 200
4332;CASSIA COELHO GONCALVES;SILVIA COELHO SILVA;JOSE FTAVIANO GONBABVES;M;75102004;Planalto AyrtonSenna;574, 643, 386, 812, 762, 945
4333;JOSE;FRANCISCA DIAS AUGUSTO;HERMINIO SANTOS BENTA;H;16032015;Mucuripe;507, 377, 896, 952, 473, 661
4334;CAMILA SOUSA NUNES;MARIA SOUSA OLIVEIRA;RAIMUNDO RUFINO NUNES;M;03101988;Engeheiro Luciano Cavalcante;735, 122
4335;VITORIA PAIXAO DAMIAO;ERICA PAIXAO BATISTA;PEDRO DANTAS DAMIAO;M;32891949;Dom Lusos;087, 670, 651, 263, 945, 222, 072, 265, 193
4336;ANTONIA HELENA ALVES;FRANCISCA HELENA PEREIRA;JVSE SGFSA ALVES;M;10011943;Jangurussu;844
4337;LUCAS SILVA SOUZA;ANTONIA SILVA SILVA;JOSE SOUZA SILVA;M;68101985;Jose Bonifacio;197, 898
4338;MARIA;MARIA ALVES NASCIMENTO;JOSE SILVA SDLVA;M;16021946;Couto Fernes;305, 673, 587, 405, 452, 251, 997, 515, 450, 862
4339;ANA LIMA RODRIGUES;FRANCISCA LIMA FILOMENO;ANTONIO XAVIER RODRIGUES;M;07021981;Genibau;608, 176, 653, 076
4340;SABRINA MARTINS MOURA;FRANCISCA MARTINS SANTOS;JOAO;M;22091999;Bom Jardim;808, 612, 419, 685, 062, 989, 221, 960, 477, 082
4341;LEVY RODRIGUES CARMO;FRANCISCA RODRIGUES CAVALCANTE;MARCIO SILVA CARMO;M;01092010;Aldeota;053, 489, 542, 174
4342;SANDRA SILVA CARDOSO;MARIA SILVA INACIO;VALDILON ANGELO CARDOSO;M;18091991;Rao Bento;878, 141, 253, 752, 325, 388, 408
4343;MARIA RODRIGUES LIMA;MARIA RODRIGUES PEREIRA;FRANCISCO BESERRA LIMA;M;07012012;Cidade 2000;464, 710, 835, 501, 293, 663, 941, 110, 293, 888
4344;TAINARA ALBA OLIVEIRA;JOSEFA;AGOSTINO;M;08011991;Jacarecanga;269, 308, 030, 906, 576, 850, 872, 009, 319, 750
4345;SAMUEL FERREIRA SILVA;MARIA F C;BRENDO A S;H;03071957;Yoaquim Tavora;199, 158, 569, 227, 111, 339, 492, 714, 590
4346;MARIA LOPES GOMES;MARIA LOPES SIQUEIRA;FRANCISCO FERREIRA GOMES;M;23081966;Cnjunto Ceara I;114, 369, 451, 755, 309, 783, 392
4347;LIVIA GOMES ABREU;FRANCISCA;PAULO SOUZA ABREU;M;15102005;Joaquim Tavora;538, 386, 503, 039, 825, 844, 791, 138
4348;FRANCISCO GERONIMO SIMEAO;VALDENIA GERONIMO SILVA;SEBASEIAO SATIRO SIMEAO;H;12070938;Eldeota;800, 683
4349;FRANCINELDA L P;MARIA L S;SIPRIANO MARIANO PAULO;M;23031990;Duajeru;035, 831, 889, 884, 072, 733, 157
4350;JOAO SILVA FILHO;MARIA SILVL ALVES;JOSE FILHO SILVA;H;21095819;Granja Portugal;367, 106, 823, 415, 415, 008, 443, 997, 230, 297
4351;JOVELINA SILVA MATIAS;MARIA SILVA MICHELE;FRANCISCO SANTOS MATIAS;M;16101961;Cajazeiras;013, 449, 274, 360, 932, 163
4352;JOSE;ALISSA;RAIMUNDO G L;H;98072012;Jacarcanga;088, 520, 785, 056, 978
4353;ROGERIO ARAUJO LIMA;JOSEFA;ANTONIO IVANILDO LIMA;H;14071935;Cais do Porto;179, 434, 175, 357, 826, 674
4354;MARIA BRIGIDO PAIXAO;FRANCISCA;MATEUS MIGUEL PAIXAO;M;08051989;Aroporto;951, 240, 001, 455, 871, 820, 930, 587
4355;HORRANA SOUSA ALEXANDRE;ANA SOUSA MARIA;CLEUDENIR S A;M;10031987;Manoel Satiro;360, 839, 965, 366
4356;JOAO CONCEICAO JACINTO;MARIA CONCEICAO NASCIMENTO;WAGNER MOZARINO JACINTO;H;12201973;Cidade 0;008, 441, 547, 144, 457, 489
4357;MARIA BATISTA MARIA;MARIA;ANTONIO A M;M;23112000;Cali Pmplona;567
4358;ANA FROTA ALMEIDA;MARIA FROTA BARROSO;JOSE FERREIRA ALMEIDA;M;24051975;Montese;269, 575, 879
4359;JUAN LIMA FREITAS;HILDA LIMA ARRUDA;JOSE SILVA FREITAS;H;01092025;Olvo Olivera;705, 494, 458, 584, 847, 474, 924, 354, 595
4360;RAIMUNDO SILVA MENDONCA;FRANCISCA SILVA SOCORRO;JOSE NASCIMENTO MENDONCA;H;04041864;Couto Zernandes;513, 571, 003
4361;ANTONIA LIMA SILVEIRA;MARIA LIMA SILVA;ANTONIO SANTOS SILVEIRA;M;15042011;Planalto Ayrton Sna;816, 608, 999, 531, 813
4362;SANDRA SOUZA MOUTIS;RITA;ANTONIO SOUSA MOUTIS;M;26951989;Prefeio Jose Walter;444, 631, 521, 177, 583, 060, 528, 500, 062
4363;LARISSA RODRIGUES DAMASCENO;SIMONE RODRIGUES SANTIXGO;FRANCALINO;M;25061946;Engeheiro Lucino Cavalante;410, 838, 513, 450, 244, 325, 334, 300, 373, 416
4364;AMANDA;RITA SILVA SOUSA;JOSE OLIVEIRA RIBEIRO;M;12062006;Parquelandia;791
4365;ALLENY ALVES SANTOS;LENARIA ALVES NEUZA;FRANCISCO DOURADO SANTOS;M;19071940;Pirambu;378, 581, 808, 207, 618
4366;LIANA COSTA OLIVEIRA;ASSUNCAO C C;JURANDI VENTURA OLIVEIRA;M;11081928;Benfica;819, 152, 233, 819, 927, 584, 877
4367;MARIA PORFIRIO ALMEIDA;BERNADETE;ANDRA VIEIRA ALMEIDA;M;10012011;Jacarecanga;979, 941, 480, 438, 212
4368;IRANILDA PEREIRA GEVE;LUCIANA PEREIRA CARVALHO;LUIZ SILVA GEVE;M;87722008;Va Velha;711, 139, 912, 300, 266, 760, 040, 923
4369;THIAGO ARAUJO MARTINS;MARIA ARAUJO FERREIRA;CLAUDIO;H;10071981;Panamericano;496, 451, 028, 793, 483, 914, 782
4370;MARIA X D;MARILENE SOUSA SOARES;ANTONIO ARAUJO DANTAS;M;53026255;Parque Manibura;094, 040, 990, 431, 148, 153, 259, 255, 473, 311
4371;ADRIANO;NOEME ALCANTARA RODRIGUES;FRANCISCO TEIXEIRA PEREIRA;H;18101973;Jardim Iracema;938, 430, 944, 992, 462, 023, 522
4372;MAOIA P A;MARIA PIRES SILVA;AGAMENON FRANCISCO ASSIS;M;03060000;Guajeru;481, 055, 746, 602, 419, 258, 163, 946, 761, 633
4373;SHERMAN CARNEIRO PEREIRA;MARIA CARNEIRO TERTO;ANTONI ALVES PEREIRA;H;07022004;Amadeu Furtado;495, 628, 707, 507, 972
4374;ANTONIOARAUJJ MEWDWS;SONIA ARAUJO NECIENE;LAUREANO OLIVEIRA MENDES;H;27111969;Mucuripe;443, 587, 684, 990, 410, 336, 633
4375;MIGUEL LIMA REBOUCAS;MARIA LIMA ALVES;FRANCISCO NAZARIO REBOUCAS;H;18051959;Centro;457, 535, 059, 258, 175
4376;ELENITA REGILANE SANTOS;ALEXANDRA REGILANE SILVA;JOSE NASCIMENTO SANTOS;M;18052042;Autran Nnes;196, 255, 334, 824, 746, 904
4377;VICENTE C S;TEREZINHA CONCEICAO ANGELICA;JOSE SOUZA SILVA;H;18081987;Jardim Iracema;298, 497, 165, 685, 292, 328, 639, 226
4378;JOSENILDO CARNEIRO CARVALHO;ROSA CARNEIRO CARVALHO;JOSE SILVA CARVALHO;H;28041971;Paranaba;310, 423, 832
4379;ADLER SECUNDO GOMBS;MARIA SECUNDO ROSARIO;WAGNER CARNEIRO GOMES;H;44111969;Benfica;349
4380;CAMILA SILVA FIRMEZA;SIMONESILVC PEREIRA;ELIEUDO CUNHA FIRMEZA;M;09021965;Edson Queiroz;904, 063, 124, 131, 156, 633
4381;CRISLANE MENDES SECUNDINO;MARIA MENDES SILVA;GLAYDSTONE O S;M;19791981;Itaoc;320, 753, 206, 238, 854, 552, 272, 921, 223
4382;MARIA FATIMA MAGALHAES;FATIMA F Z;JETVAN;M;12091948;Sana Rosa;605, 481, 566, 566
4383;GLAYCIANO PEIXOTO MACEDO;MARIA PEIXOTO PINHEIRO;FXRMINO SANTOS MACEDO;H;36091988;Sao Joaodo Taape;833, 417
4384;MARIA ARAUJO MOURA;MARIA ARAUJO MARIA;FABIANO A M;M;12082010;Parque Dois Irmaos;115, 763, 974, 175, 196, 317
4385;WILLIANE RODRIGUES NASCIMENTO;ANTONIA RODRIGUES SAMPAIO;DAMIAO SILVA NASCIMENTO;M;37101979;Guajeru;244, 685, 159, 432
4386;DAVID VIANA SANTOS;MARIA VIANA RAIMUNDA;JENES;H;14021962;Aldeota;821, 355, 109, 353
4387;RAIMUNDO BARBOSA OLIVAIRA;MARIA BARLOSA LIMA;JOSE FRANCISCO OLIVAIRA;H;30082008;JardimIracema;885, 154, 619, 987, 212, 943, 596, 066
4388;JOSE MESQUITA FILHO;CLENICE MESQUITA SILVA;ANTONIO;H;22071959;Cidade doFuncionarios;280, 721, 995, 202, 149, 069, 612
4389;NARA C P;MARIA CRISTINA FERNANDES;IUIZ;M;48101037;Praia do Fturo I;487, 567, 078, 129
4390;MARIA C F;VALDA CARNEIRO OLIVEIRA;CARLOS S F;M;30011989;Aerolandia;180, 850, 007, 002, 580, 485, 953
4391;JEOVA;MARIAOLOGEIRK LAURA;FRANCISCO SOUSA ALVES;H;15051954;Canindezinho;935, 867
4392;JESSICA JOSINEIDE SOBRINHO;ANGELA JOSINEIDE SILVA;FRANCISCO MORAES SOBRINHO;M;02611956;Granja Lisboa;699, 219, 912, 942, 498, 744, 046, 090, 505
4393;TALITA SILVA LIAM;MARIA SILVA CARVALHO;JOAO SILVA LIAM;M;18711962;Pnamericano;238, 230, 627, 809, 203, 843
4394;ANA M A;CLAUDIA MARQUES SILVA;JOAO FERREIRA ANTONIO;M;13094988;Henrique Jorge;814, 741, 744
4395;GYSELLE AZEVEDO SOUSA;MARIA AZEVEDO MOURA;MARIO CARVALHO SOUSA;M;06081950;Jose de Alencar;062
4396;LARA SILVA GOUVEIA;MARIA SILVA MARCAL;SEBASTIAO ANASTACIO GOUVEIA;M;02081991;Mucuipe;849, 687, 171, 420, 062, 221, 787
4397;FRANCISCO;FRANCISCA SGUSZA LEITE;LUIZ PEREIRA CARLOS;H;23591987;Amadeu Furtado;143, 178
4398;MARIA LOPES SILVEIRA;ALDA LOPES SILVA;MARCOS MARCIO SILVEIRA;M;28031963;Oardim Cearense;049, 994
4399;MARIA LIMA BRASIL;ELIANA LIMA NASCIMENTO;RAISUNEO C B;M;05831953;Olavo Oliveira;353, 848, 454, 235, 045, 925, 403
4400;ARTHUR R V;ANTONIA RODRIGUES MARIA;FRANCISCA;H;16022004;Via Selha;285, 771, 612, 327
4401;ECLESIANA VALE FREITAS;MARIA VALE SENA;FRANCISCO MOREIRA FREITAS;M;14052009;Sao Bento;689, 454, 809
4402;LUNARA DUTRA GIFONI;DANIELLA DUTRA DILURDES;ANTONIO EUDAZIO GIFONI;M;17081963;Ancuri;845, 210, 598, 289, 946, 334, 067, 859, 985, 054
4403;CLAUDEMIR LUCIA FREITAS;CECILIA L S;MANUEL RIBAMAR FREITAS;H;25071988;Siqueira;712, 316, 497, 791, 767, 302, 104, 796, 977
4404;CARLOS SANTOS SILVA;MARIA SANTOS RODRIGUES;PEDRO DINIZ SILVA;H;73442005;Barra do Ceara;280, 473, 983, 853, 306, 913, 887, 050, 791, 768
4405;ZORIA SILVA SERGIO;GERALDA SILVA LIMA;FRANCISCO BARBOSA SERGIO;M;10251986;Jadim das Olieiras;575, 703, 711, 830, 934, 586, 073
4406;MARIA SILVA SANTOS;EDILEUZA SILVA SOUSA;JOSE SILVA SANTOS;M;12015961;Sabiaguaba;663
4407;PEDRO SANTOS EPIFANIO;VERONICA SANTOS MARTINS;FRANCISCO;H;02092007;Dama;192, 931, 127, 470
4408;JOSE MARIA MARTINS;FRANCILEUDA;JOAO SOUSA MARTINS;H;07041942;Cnindezinho;252, 270, 853, 718, 710
4409;FRANCISCO MENDES SILVA;FRANCISCA MENDES SOCORRO;MANUEL RIBEIRO SILVA;H;11091995;Barra do Ceara;016, 843, 028, 006, 412, 245, 262, 938, 790, 274
4410;DEIVID SANTOS MOTA;CECILIA SANTOS COELHO;ANTONIO CRUZ MOTA;H;12052596;Siqueira;974, 723, 727, 750, 745
4411;RAI S F;GILDERLEA SILVA RODRIGUES;JOSE CARNEIRO FERREIRA;H;77031999;Mura Mrasil;963, 144, 249, 656, 077, 268, 676, 215, 986, 647
4412;SAMUEL SILVA COSTA;EMILIANA SILVA ARAUJO;DOMICIO BARBOSA COSTA;H;10031051;Sabiaguaba;562, 288, 860, 616
4413;MARIA LIMA OLIVEIRA;MARIA LIMA GUIMARAES;FRANCISCO OLIVEIRA OLIVEIRA;M;32101939;Sapiranga / Coite;701, 522, 406, 230, 988, 655, 613, 941, 340, 735
4414;MARIO KARINE BATISTA;JULIA KARINE SOARES;BENEDITO RODRIGUES BATISTA;H;17021956;Padre Andrade;741, 629, 783, 814, 794, 236, 128, 224, 479, 572
4415;MICAELE SILVA SILVA;ALDENIZA SILVA ROCHA;JASE SOLVA SILVW;M;19021979;Jacarecanga;165, 570, 620, 707, 596, 816, 990, 613, 394, 840
